Country Name,Country Code,Indicator Name,Indicator Code,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Grenada,GRD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,17578888.89,17472962.96,25880000,26900000,31231150.23,36734880.78,35728931.71,42666395.45,46840916.07,50839905.68,57660000,63941398.74,87842777.41,83225917.7,121728059.7,94252920.21,99961392.63,110569734.8,105341634.3,129078999.9,119154979.9,120710917.7,119485006.8,150571015.9,169949409.7,197973503.3,207689282.8,199125887.3,233815853.8,236325345.1,119154979.9
Guatemala,GTM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,361810500,880813440,805843233.6,949519630.5,943368756.1,783330201.7,947831661.9,1172972877,1396986433,1251693024,1805677837,2352244046,2373309197,2924966748,3522289948,3777008774,4055245981,4314534130,4653932355,5204831200,5948553459,6174185213,6693770271,7269204344,7330866098,7745916506,9152627961,11765104231,12583121642,14784046765,5948553459
Guyana,GUY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,28679759.29,124416126.7,188080001.2,247450000,247126598.2,268938846.6,329676784,315505363.4,276599938.6,268276095.8,304956641,287255329.3,284472829.5,276387312.1,231844788.1,251872586.4,279636390.8,313007749.4,355913639.7,631410304.7,782063529.8,801777696.1,864028135.1,783621040.9,667925088.8,531887027.9,580981472.7,565363504.4,518509369.5,573446281.4,782063529.8
"Hong Kong SAR, China",HKG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,24655780000,28888620800,35249981000,43012564199,49277061000,55423912250,63832739750,92823443401,89669416283,96255446750,1.08E+11,1.11E+11,1.12E+11,1.18E+11,1.24E+11,1.24E+11,1.33E+11,1.53E+11,1.83E+11,2.56E+11,,2.85E+11,3.17E+11,3.11E+11,3.29E+11,3.59E+11,3.86E+11,4.31E+11,4.25E+11,4.41E+11,
Honduras,HND,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,46574226.57,112325600,204581800.8,105511001.2,179216200.2,269727725.8,257091853.3,586584252.6,824230862.5,1263788828,1318911702,1421477788,1531434579,1438959956,1979756033,2338186933,2642084906,2545868542,2491985115,2109755373,2700863285,2783394985,2531827548,3008371798,3458318424,3754254626,3813545536,4708097401,4769082162,5744253369,2700863285
Croatia,HRV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,166800000,616200823.7,1404995142,1895723866,2313998603,2539059850,2815737660,3024996087,3524350092,4703235110,5884888204,8190523098,8758177308,8800316451,11487840811,13674518993,12957286637,14894514532,14132506400,14483805262,14807134321,17766773440,15423620716,14966894623,14244345198,18818215999,19991304928,20770636600,14132506400
Haiti,HTI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,10167737.86,41497494.35,33250204.51,39307976.8,58174903.96,198778526.3,223092904.6,212775657.7,263934070.1,264421954.5,182507938.1,141791474,82171314,62581880.5,189071925.4,219055947.4,367815247,582010074.4,705361460.2,1053347290,1893092124,1882129273,2165695373,2518080373,2034929862,1977646797,2174226509,2410456439,2370915012,,1893092124
Hungary,HUN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1184510087,4025559101,4458714299,6744523276,6777626140,12017181273,9757457991,8437175640,9347792439,10983333392,11217315166,10755092581,10383091415,12793544669,15965389148,18602833678,21589904537,24052210871,33873898858,44181292717,44988182851,48831918089,44670620404,46508013998,42019881301,33124288326,25824253667,28002680652,31366581856,31831003375,44988182851
Indonesia,IDN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8656792855,10357989011,11482019253,12474062371,13321136813,14907558866,19396148967,17486799643,23605842946,27345097667,29352929561,28103636180,32033585247,36256203642,36310733909,34730799049,42597040282,56935744023,51640625721,66118917968,96210980584,1.10E+11,1.13E+11,99386826239,1.12E+11,1.06E+11,1.16E+11,1.30E+11,1.21E+11,1.29E+11,96210980584
India,IND,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5637446364,7615987475,9538786025,14674627090,24220928469,22864636916,24889364657,28385372946,30646563663,36005295926,41059061575,49050841139,71607865094,1.04E+11,1.32E+11,1.38E+11,1.78E+11,2.77E+11,2.57E+11,2.85E+11,3.00E+11,2.99E+11,3.00E+11,2.98E+11,3.25E+11,3.53E+11,3.62E+11,4.13E+11,3.99E+11,4.63E+11,3.00E+11
Ireland,IRL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,5361690182,5867444595,3559520524,6065811301,6252748204,8769756416,8338374031,6630587554,9527216733,5376069596,5407973930,5635200931,5475153289,4151959059,2907974283,868977916.8,831899692.3,925477308.1,1038963263,2150685637,2113857314,1694805971,1707531869,1635949833,1749390343,2203153449,3589332627,4412516407,5222681913,5732541811,2113857314
Iraq,IRQ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,6744700000,7906697188,12200841777,20051759952,31454864112,50101816706,44332623238,50622117150,61033121084,70327019949,77747258750,66281655807,53992019679,45298562241,49315419400,64719421423,68017647834,50622117150
Iceland,ISL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,454982426.1,466776862.7,514653054.1,445582069.7,311693227.7,327060134.5,471824526.7,397889829,442513292.1,494669751.6,405074266,355376118.5,461532295.2,818644873.1,1074203553,1068602214,2342225223,2631913597,3570697294,3882623016,5788562800,8548042323,4191506844,4237652259,4177067541,5040573412,7225621330,6566175920,6321213332,6782387112,5788562800
Israel,ISR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,6598156852,6427966121,5130401751,6386155658,6795646821,8122625601,11417780235,20334584790,22674295629,22604867902,23281206068,23378584659,24082878018,26315098306,27094382253,28059414574,29153237864,28518505747,42513241647,60611355181,70907310771,74874110293,75907618701,81785518233,86101256622,90575018408,95446290282,1.13E+11,1.15E+11,1.26E+11,70907310771
Italy,ITA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,88595441116,72254305372,49861589541,53589806324,57817130022,60690107044,70566438038,75086486575,53879698134,45301890068,47201146788,46215583156,55621728399,63263645221,62386140318,65954006492,75773325816,94108647219,1.06E+11,1.31E+11,1.58E+11,1.70E+11,1.82E+11,1.46E+11,1.43E+11,1.31E+11,1.35E+11,1.51E+11,1.52E+11,1.75E+11,1.58E+11
Jamaica,JAM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,168155250.3,106057217.2,324147546.3,417049934,735930634.9,681258961.1,879966322.8,682126514.9,709452691.1,554524512.1,1053690048,1900541275,1645099135,1194860262,1846479130,2169806026,2318429014,1878513939,1772712407,2075840758,2501094876,2281909630,1996447947,1818363782,2473010905,2913835196,3291468022,3781167558,3532039680,3631089258,2501094876
Jordan,JOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1138743540,1104763223,1030115564,1946380520,1996868732,2279459582,2054682672,2435932080,1988259782,2770018266,3441302675,3174221853,4116412745,5365764579,5446636728,5461160796,6982163598,7924938971,8918475754,12135159071,13632983538,12094960533,8830598045,13826035948,16047206177,16571894983,15543454210,,,,13632983538
Japan,JPN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,87828344748,80625862247,79696681098,1.08E+11,1.35E+11,1.93E+11,2.26E+11,2.27E+11,2.22E+11,2.94E+11,3.62E+11,4.02E+11,4.70E+11,6.74E+11,8.45E+11,8.47E+11,8.95E+11,9.73E+11,1.03E+12,1.05E+12,1.10E+12,1.30E+12,1.27E+12,1.27E+12,1.26E+12,1.23E+12,1.22E+12,1.26E+12,1.27E+12,1.32E+12,1.10E+12
Kazakhstan,KAZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,711198429.3,1216175913,1659893119,1960072974,2222793380,1965445686,2000928642,2098969799,2505883853,3140845035,4962118090,9276665297,7069707374,19127059972,17641023630,19883105671,23183086501,28264709323,29215275561,28299368221,24691645318,29250310668,27854795819,29603056785,30746770568,30976612439,28957509931,28264709323
Kenya,KEN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,236115155.4,145138376.1,79549253.4,436745056,588142007.2,384262966.1,775927062.2,811092756.2,783051364.3,791589617.8,897865882,1064987677,1068140537,1482117159,1519538697,1799087913,2416073243,3355419016,2878951355,3849500809,4320858499,4265145710,5711831325,6598881869,7874414432,7514864907,7553884913,7325420063,8164380806,9115806005,4320858499
Kyrgyz Republic,KGZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,48245777.09,26186043.32,133632964.2,140200583.8,194284986.6,187664170.5,253802267.8,261849461.3,286507193.6,317331858,399268624.1,564545759.3,612352822.7,817170020,1176500794,1225137056,1584332498,1720378724,1831422016,2066679059,2238390588,1957488937,1777941002,1967811283,2177013757,2156976620,2428567694,1720378724
Cambodia,KHM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,24181917.04,118495162.5,191983699.8,265780085.2,298634409.1,439450908.2,509239611.2,611415267.6,697362969.7,913189870.8,982362875.1,1118336324,1158091689,1411426995,2140273311,2639301421,3285950772,3817077827,4061785157,4932648793,4997865463,6108206111,7375658285,9113932861,12201716868,14630869194,18771406172,3817077827
St. Kitts and Nevis,KNA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,16284226.57,16634304.31,26243750.05,29420603.38,31821472.9,33471864.71,32731150.88,36069846.13,46798422.62,49575620.06,45199214.95,56429365.45,65752273.11,64802098.31,78469063.54,71611722.86,88697803.08,95790629.91,110411464.6,136408154.2,168859133.5,244261262.3,263485328,301952572.3,327252698.8,288394872.3,320542568.3,365098328.5,363216830.6,351161273.7,168859133.5
"Korea, Rep.",KOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,14916134693,13814693351,17228143548,20354785676,25763879675,32804280495,34157940704,20465115655,52099586441,74114183446,96250965793,1.03E+11,1.21E+11,1.55E+11,1.99E+11,2.11E+11,2.39E+11,2.63E+11,2.02E+11,2.70E+11,2.92E+11,3.07E+11,3.28E+11,3.46E+11,3.63E+11,3.67E+11,3.70E+11,3.89E+11,4.03E+11,4.09E+11,2.92E+11
Kuwait,KWT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,4306647353,5992939029,5205819228,4473605358,4542636862,4452441461,4188465732,4677696260,5560511603,7779055735,10599228051,10078199079,8636260734,9353825022,10165102735,14179782170,18776552865,19320771658,23028171516,24801842016,29681701460,33109896469,32410244557,35175442352,30960893268,33936274928,36889754717,40282453060,43668410965,24801842016
Lao PDR,LAO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,8375549.362,34708285.7,46019622.63,69653376.32,67495870.26,98743357.1,175827945.6,117154326.3,117148077.2,135188366.2,144286276.3,156822241.4,226409478.1,283273040.7,296221795.4,327051177.3,483003280.4,730865696.3,901686245.3,1023354194,1208082726,1192801277,1293088589,1083878168,1233427356,1068907283,916030473.8,1125475868,980441052.9,1067769845,1208082726
Lebanon,LBN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,4210389197,4536363880,4569657896,5862881281,7418500691,8099940555,9337093844,8652574859,9210344448,10452318025,8474638463,7563692927,10404665642,16367322525,15773807067,16617970571,19238867061,20598783915,28265312110,39131823321,44475631355,47859468419,52530986899,47855927548,50668863617,48531390537,53905512886,55411532096,52380608542,52213484574,44475631355
Liberia,LBR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,1307912.93,977250.1547,2362459.637,5069083.032,28088832.66,376466.9328,419970.6187,616574.6207,431082.3056,267707.3678,480275.9806,3298470.652,7376738.874,18742650.41,25395460.77,71989512.76,119359165.2,160860063.2,372457051.9,444654422.6,510682930.6,581160813.7,604745997.9,522056268.8,574780752.7,595040802.5,600732858.6,560299001.8,349460413.1,444654422.6
Libya,LBY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,7225218009,6967998374,7382035580,5883950866,5968745584,6022971792,6025287388,5997016464,8598135875,8621831420,13729870472,16079034168,15892271986,21513345090,27714111997,41879958087,62228722605,83259979624,96334974983,1.04E+11,1.06E+11,1.11E+11,1.25E+11,1.20E+11,93615450487,77649594284,70191441969,79417877682,85335649782,84663589517,1.06E+11
St. Lucia,LCA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,44589868.4,48746647.36,55461256.75,60037821.23,57790724.13,63090887.49,56140803.41,60981753.49,70614752.05,74515079.32,78828583.5,88936538.41,93892175.26,106902191.8,132539594.9,116387878.8,134538725.3,153719597.5,142774402.8,174798934.5,206256181.5,213433689,231967199,192222634.6,257658514.6,317540361.6,305519500.8,321767417.2,285824309.7,260870367.1,206256181.5
Sri Lanka,LKA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,447030481.6,724220186.3,979865100.6,1653805493,2069716926,2111952625,1984681033,2042319937,1997795168,1653729058,1131355289,1357451866,1705155737,2333781502,2204868879,2734967767,2832098099,3518418228,2616559583,5353610216,7195358507,6739196545,7106460349,7500000872,8210750128,7302096590,6008199165,7959047615,6920825566,7648305273,7195358507
Lesotho,LSO,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,72373876.74,115039950.8,157486270.6,252685722.8,372621134.6,456739363.8,460505560.8,571737996.5,575080928.1,499556717.2,417891096,386488996.6,406370215,460333705.2,501504280.5,519112382.3,658398857.4,1002760338,971530251.5,1179798532,1070956653,919085914.9,1027908708,1055235433,1070831062,997431660,925195318.8,657668309.3,728527650,774095190.5,1070956653
Lithuania,LTU,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,107287429.9,422943337.7,596691607,828984702.1,841037129.8,1064038338,1462691407,1249084977,1362679200,1669177341,2413140714,3449667625,3593962686,3815556165,5772525484,7711952181,6442845969,6623187501,6598353674,8201664834,8529340677,8072525981,8729460563,1697150154,2599864855,4449678813,5770956097,5085045225,6598353674
Luxembourg,LUX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,212608854,201722868.2,188412838.7,186694494.5,192791166.1,193112067.9,186468101,152705859.8,,99459012.91,97465747.95,126635650.6,177769574.1,311200498.4,330783823,279062530.9,265117813.9,205249438,398118062.6,808815187.2,848320495.4,1010733835,990807493.4,963140967.4,863655854,770747330.4,973176553.1,878080634.3,938890223.6,1054874473,848320495.4
Latvia,LVA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,526398066.1,640693740.2,602076773.4,746119784,832492440.4,872976182.6,944355647.7,919162856.3,1217482763,1326623372,1536170568,2020863043,2359714949,4511469902,5760724075,5243938989,6902262691,7605713124,6378031225,7524707960,7895272080,3228078825,3445996161,3511946855,4613455661,4370730736,4479621404,7605713124
"Macao SAR, China",MAC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,520624844.4,650685700.7,1301729869,1569065634,1966349230,2256563501,2422172298,2532769530,2462574719,2857387350,3323014302,3508440975,3800343591,4343370556,5436107123,6689436717,9132102574,13229919966,15930121267,18350321741,23726490182,34026184617,16600225451,16145878199,16444386288,18890787008,19491696000,20169663000,20281241000,22214954000,23726490182
Morocco,MAR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2337533790,3349097140,3818642196,3929934565,4621504414,3873508557,4054079031,4197122871,4637702510,5893811631,5016934755,8669348377,10375315952,14146568781,16646737349,16550639874,20790794061,24713570214,22719558204,23568387093,23709466594,20167412692,17138210439,18797794940,20272045639,22749566244,25096263444,26189585939,24461023093,26412762237,23709466594
Moldova,MDA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,0,2452050.052,76335740.68,179920345.9,257008836,311957990.3,365985641.7,143562514.4,185700972.2,222490325.1,228532262.2,268855942.3,302270799.1,470258874.8,597448067.5,775478572,1333684647,1672406461,1480265227,1717685353,1965325535,2515016645,2820638986,2156677861,1756772270,2205927463,2803268842,2995238116,3059660617,1717685353
Madagascar,MDG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,92084945.44,88857217.24,84427500.1,80642850.08,71640029.02,108960783.9,240880919.5,281600527.3,171378013,227186728.9,285182984.8,398349960.5,363272345.7,414272747.2,503524276,481286830.7,583182459.3,846677005.5,982306552.8,982078789.7,1022970696,1134559590,1052810916,776146663,773817323.4,832008813.4,1183690792,1600175022,1739588290,1693147648,1022970696
Maldives,MDV,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,24378453.14,23468608.62,28193754.59,26149829.06,31220395.62,47951938.1,76166932.72,98305132.24,118535050.8,127116487.3,122801161.6,95341539.72,135638964.3,162249406.5,206512419.6,189032878.8,234391281.7,311434224,243588884.5,275592740.9,364318809.3,348650244.8,318266639.5,381885325.3,627407042.5,575758077.4,477936678.6,598201001.7,722068698.8,762730521.9,364318809.3
Mexico,MEX,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,10216845194,18052066982,19171357434,25298703698,6441390536,17045558633,19526913036,28852477361,31863181980,31828401325,35577279054,44804667773,50671452145,59026700311,64201699863,74109703346,76329367204,87208175923,95299838183,99888815494,1.21E+11,1.49E+11,1.67E+11,1.80E+11,1.96E+11,1.78E+11,1.78E+11,1.75E+11,1.76E+11,1.83E+11,1.21E+11
North Macedonia,MKD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,,120503199.5,166364466.4,275093143.7,267527141.5,280386381.4,334778266.4,459592967.9,460208291,798842469.9,789942743.5,934744444.1,991429584.9,1340486932,1889352310,2264233636,2110178286,2288279743,2276767090,2667393349,2891478811,2747604655,2964236412,2470701360,2751929521,2801853318,3284003547,3650514750,2276767090
Malta,MLT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1492208125,1374657834,1308331551,1401662959,1890025681,1620329632,1636086724,1490757930,1664437667,1789768525,1471281814,1667548381,2210545703,2730176875,2733736058,2578480780,2980333080,3798767062,373422724.3,538508890,540154074.4,515097920.7,704900046,596933291.3,619373096.6,571697422.7,677039187.8,832991850.8,1024613729,937615561.1,540154074.4
Myanmar,MMR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,409508688.1,347210276,363826150.1,401045513.1,518318937.8,650646171.6,314633169,316969699.3,381515598.6,332626824.8,286495285.1,464440901.1,549300678.5,646775820.7,773487465.9,889437362.7,1382707355,3283726257,3920716171,5505842339,6045321167,7361702603,7352900705,8835555373,4509489139,4598610942,4886384704,5213962531,5646407387,5824261144,6045321167
Mongolia,MNG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,22824548.35,66017364.36,94180773.04,157522372.5,160999006.3,200365024.5,103157873.5,136907231.9,202077115.6,206545597,267337072.6,203558127.2,207833968.2,333150649.7,719617928.6,1001846766,656677378.5,1327038037,2287769452,2447811909,4126178221,2247857972,1651790999,1322495173,1304118724,3016698322,3549666962,4363699116,2287769452
Mozambique,MOZ,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,231744264.3,240557217.2,233365000.2,187240821.7,177505720.9,195318936.2,344062454.7,537469866.5,628447254,671348917,742321151,726979118.8,824689975.2,947825068.8,1159312550,1102663443,1216256986,1524073650,1660542080,2181058183,2265088388,2591541583,2961916696,3353349472,3221260727,2581229792,2183206658,3361066044,3257710292,3887925208,2265088388
Mauritania,MRT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,58538414.63,71680834.48,65014875.31,49051951.41,44081264.05,89903817.1,145464313.8,204088936.5,52065473.57,38617875,49402252.96,39833320.37,74083411.02,31821258.3,38764016.73,70367752.98,194495586.1,207413837.5,198598074.4,237857971.1,287851716.2,502324710.6,968635710.8,997902480.5,635387343.5,822269358.3,848467104.5,873822720.9,934291833.8,1028702421,287851716.2
Mauritius,MUS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,761194246.1,914948851,840552500.5,781068454.2,771186075.5,887180814,918954281.7,711321496.7,576760518.6,748884129.8,914366133.7,852678482.5,1248516029,1603024427,1632941133,1371551308,1308850537,1831736327,1796126154,2315555503,2618620803,2775245693,3053007539,3490767904,3920880590,4259691508,4962069842,5984338262,6353096296,7362471786,2618620803
Malawi,MWI,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,142103069.7,157742197.6,44227441.99,61890325.78,47716452.45,114971822,225277396.2,145904846.7,259135384,250151586.8,246503870.9,206054632.9,165874400.4,127393412.9,133673449.2,165231252.5,141932272.7,227314279.6,253908649,163276594.7,325348538.6,217026444.1,244599528.4,428566508.2,616100759.7,678760478.3,608344217.6,770431046.2,759614761.9,824609844.3,325348538.6
Malaysia,MYS,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,10658831703,11716563985,18023989163,28182868224,26338865721,24698750841,27891908787,21470190358,26235700001,30930646966,28650936564,29845803174,33761683388,44309888491,66393546884,70458190075,82876090883,1.02E+11,92166457065,96704054215,1.07E+11,1.34E+11,1.40E+11,1.35E+11,1.16E+11,95282342268,94481267074,1.02E+11,1.01E+11,1.04E+11,1.07E+11
Namibia,NAM,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,,,49717500.1,133694471.2,202621731.3,220986649.5,193866390,250531565,260253246,305489557.3,259836317.6,234251046.8,323133447.6,325217778,345060355.3,312104907.4,449578847.2,896022010.4,1292933975,2050927527,1695691125,1786689868,1745866242,1511161813,1177200513,1688180787,1833673822,2432221196,2149916908,2049238536,1695691125
Nigeria,NGA,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,4128789618,4678023330,1196052750,1640443739,1649172399,1709113521,4329391828,7781250309,7298545693,5649725441,10099448198,10646598366,7566806239,7415087386,17256543969,28632051717,42735469033,51907034586,53599283557,45509823538,35884933616,36263651536,47548404532,46254763638,37497232874,29011450144,28020197619,40499220796,42838869125,38335890479,35884933616
Nicaragua,NIC,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,165533453.1,169488608.6,288776250.3,58899669.27,145990233.9,142003674.5,202863225.4,382292004.3,354722885.4,514067507.8,492485082,384021946.5,453205838.9,508236348.5,668198634.9,727807750.9,921891810.9,1103322447,1140842520,1573082251,1798981293,1892248424,1887214938,1992960773,2276176781,2492262792,2447771382,2757785587,2261143360,2397444669,1798981293
Netherlands,NLD,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,34401209144,33335401712,36580975408,45035662182,47858721615,47161826300,39606547278,32720064045,31155152364,19049512247,17688007847,16897428708,18948439733,21596597094,21603050011,20447919847,23902294464,26928024023,28602644275,39284466011,46146883951,50411044069,54816126189,46309213046,43054391591,38213751383,35905772878,38421990800,38431677255,43320049623,46146883951
Norway,NOR,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,15788119114,13650691818,12334939898,20084954186,19479286660,22975738604,26953896228,23743940555,19388853820,24150928580,27922060282,23604634336,32404966343,37712335260,44307531918,46985905052,56841568846,60839629829,50949819415,48859300062,53215083706,49397087253,51856399588,58283142155,64800723857,57455936482,60445172370,65923863904,63145471060,66946037550,53215083706
Nepal,NPL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,354107095.1,450982959.6,518336213.6,699898113.3,752158918.9,645536746.1,627771666,670587740.1,800272085.4,889429673.4,987342047,1079959914,1070003807,1286240900,1529099986,1565203520,1935487673,2014032856,2457914115,2819466154,3002724838,3702502162,4417738496,5434181403,6216255070,8145463908,8734510299,9435255967,8335473017,8713166195,3002724838
New Zealand,NZL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,4129354287,2950278021,3079489190,3337384444,3708505758,4409840589,5953469110,4451316560,4203708705,4455337955,3952081062,3564653927,4962816762,6085430342,6947354918,8892727558,14068475834,17247175110,11052155510,15594002509,16722654736,17011945022,17582960688,16317764963,15861069905,14699798263,17808384490,20683740691,17656593020,17813501891,16722654736
Oman,OMN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1783597593,2640633703,2420918738,1916720396,1756912566,1943066113,2068956003,2153955340,2021367593,2851826330,2459611529,2445296352,3173684751,3593748667,3597609065,4358381770,5014439182,9523990110,11582398509,12203595446,13025235620,14366193706,14401122658,15951037291,16324457252,17543980313,20262241805,16088803823,17388370607,16661756725,13025235620
Pakistan,PAK,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1046429501,1219792227,1523790726,1995445624,3715827397,2527544035,1307463615,1794513747,1625676185,2117468755,2087167574,4218132004,8795802481,11815604886,10718170457,11109358834,12878021928,15798067447,9024013987,13606125134,17255570040,17697925812,13688479776,7651260102,14306811155,20027864211,22027605270,18455861310,11837177726,16586046186,17255570040
Panama,PAN,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,343513777,499075403.9,504386328.3,597409903,704267833.5,781372879.4,866521776.4,1147778004,954498535.4,822912159.9,722595056.9,1091760798,1182833361,1010969631,630646276.8,1210531906,1334983348,1935051625,2423782839,3028272378,2714469856,2303727320,2466273020,2847991008,4032196741,3378098354,3846753359,2703336162,2121303718,3423477098,2714469856
Peru,PER,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,1890650000,3090441600,3456209000,3917582865,7420192725,8653281586,10989953426,11305742354,9882068017,9049757352,8675891764,8980104804,9721160043,10241971443,12664710327,14171339633,17441986976,27785968166,31241088629,33225023877,44214813973,48913127084,64155414239,65766067276,62529770421,61594854512,61801163820,63819289817,60333192024,67711463444,44214813973
Philippines,PHL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,2036231453,4436166963,5335691451,5933972261,7146366452,7780874730,11775610818,8744996385,10837475986,15068981177,15074070181,15682884965,16321045088,17083609600,16234405946,18474495450,22963020102,33740202689,37497616849,44205983462,62326286865,75123089217,83788600501,83182370907,79629428309,80640411491,80666223157,81413504334,79195598850,89515298356,62326286865
Papua New Guinea,PNG,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,427289975,345327807.8,259575831,166063203.4,120208371,266687775.1,607155822.2,380957689.1,211012775.4,223426645.7,304157921.7,440065781.6,343099525.4,520462532.7,660156571,750418379.4,1440728433,2106234947,2008196049,2629121235,3121182845,4352806335,4035177908,2850601817,2329505233,1758569680,1679928638,1761946839,2239395527,2338947947,3121182845
Poland,POL,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,4673859368,3799891432,4256740152,4276726019,6023061698,14957023987,18018685658,20669498321,28276350178,27314254943,27469379417,26563086840,29783862625,33958963963,36772763413,42560656301,48473948179,65724834525,62183606684,79521599626,93472504101,97712435349,1.09E+11,1.06E+11,1.00E+11,94902630299,1.14E+11,1.13E+11,1.17E+11,1.28E+11,93472504101
Portugal,PRT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,20578947935,26239358014,24481230706,22115180395,21670533105,22063365760,21850466132,20322803841,21606105341,14088450971,14262113157,15060281506,17700956382,12813462308,11684065091,10364170168,9882747256,11512068377,12006451709,15781930171,20936757462,20801304307,22658232426,17589253885,19700737012,19402623792,24989773865,26096701287,24920338987,25002862228,20936757462
Paraguay,PRY,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,674873064.9,974467429.6,573168996.7,644825493.5,1044122431,1106423689,1062185356,845814980.7,874793675.9,988188778,772414513.8,723168663.9,641167536.8,983433631.4,1168046779,1297088538,1702147179,2461472077,2863012062,3861718923,4166639316,4982545969,4994947873,5872875218,6986586469,5938523047,6880868044,7877536166,7697884446,7717366751,4166639316
Qatar,QAT,"Total reserves (includes gold, current US$)",FI.RES.TOTL.CD,951656596.3,960456460.7,970357653.9,1033371489,969736639.7,847608698.2,785283330.4,836347202.8,1058940812,1309747493,1163240535,1317979112,1573357087,2952140936,3414202841,4552170762,5394808792,9749045696,9996578244,18803758798,31181698263,16809490743,33185072530,42082172538,43215459718,37257529105,31887349773,15007730965,30358280804,39718464943,31181698263
