Country Name,Country Code,Indicator Name,Indicator Code,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Cyprus,CYP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.516998441,6.021708985,5.582181702,8.757894384,4.882540772,3.70395029,7.065250812,8.646777846,7.947425531,7.403999506,0.739501203,9.399999016,0.700000488,5.899998701,8.362469305,1.248581576,2.64089464,6.110846746,4.997960422,5.965310315,3.952560541,3.722956499,2.623286123,5.026343926,4.853003838,4.713828666,5.098068453,3.646811991,-2.015262359,2.014695707,0.401437941,-3.446822086,-6.553078255,-1.829309109,3.21856901,6.438058481,5.154777146,5.240747828,3.075034343,
Czech Republic,CZE,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,-11.61494233,-0.50654237,0.061904269,2.909309433,6.500813529,4.265416645,-0.518331043,-0.356566596,1.384148943,4.001028635,3.042976563,1.569855328,3.583688459,4.814261001,6.60161753,6.766932681,5.570338859,2.686411951,-4.657331092,2.434902159,1.760359624,-0.785004299,-0.045903674,2.262102897,5.388380838,2.53728452,5.168724304,3.18131405,2.335309283,
Germany,DEU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.529240557,-0.394840775,1.57241017,2.82294781,2.327935262,2.287339221,1.402151627,3.707235659,3.896551692,5.255006083,5.108261522,1.923076559,-0.976849818,2.391892071,1.544146496,0.805822891,1.792160821,2.013932785,1.887261154,2.912502964,1.681468481,-0.197973835,-0.700116686,1.175088132,0.731707164,3.816441913,2.976455131,0.959879134,-5.693836336,4.179882499,3.925192705,0.418497594,0.437591303,2.209543431,1.491931528,2.229999868,2.601976005,1.267995232,0.555450888,
Djibouti,DJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.061543242,7.696085576,6.652650372,5.403099843,8.407662666,7.770497257,
Dominica,DMA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,10.829331,4.127683495,2.556318037,4.19664683,1.420933217,7.073356496,6.307561115,7.816623013,-0.191136506,5.418651871,1.346472042,2.029985816,2.162133124,0.034000997,3.030169106,3.104923915,2.185299673,3.773847243,0.354780288,2.339507407,-0.06280226,-2.828878531,6.353391594,3.050694695,0.65623311,4.658759483,6.353759422,7.120741901,-1.169757154,0.672795629,-0.223550688,-1.059000243,-0.999940631,4.447947365,-2.691108924,2.556494913,-6.79942797,2.29808023,3.556743244,
Denmark,DNK,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.666124156,3.684572968,2.596071919,4.166137923,4.003751815,4.904178355,0.254266315,-0.013601205,0.645187432,1.475244277,1.393633997,1.957006712,0.010687631,5.332462712,3.027587267,2.900099769,3.260890158,2.218158742,2.948022161,3.746862595,0.823152998,0.466345571,0.390058556,2.668219267,2.336641308,3.913007978,0.909238928,-0.512016745,-4.90654773,1.870991147,1.336777767,0.226499792,0.933340972,1.619393811,2.342591108,3.245956985,2.821736341,2.175646389,2.849514441,
Dominican Republic,DOM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.279867479,1.69870863,4.627946349,1.252895975,-2.122534978,3.5219932,10.11736736,2.155963331,4.400538815,-5.454312395,0.944138893,11.22093274,7.364513036,2.600354269,5.685430735,5.977825119,8.885269059,6.714477717,5.940049136,4.661762282,2.459516364,4.495103408,-1.345706185,2.570134276,9.428236951,9.1743554,7.415951713,3.209504264,0.94615517,8.339651056,3.133423005,2.7173679,4.875205089,7.05046369,6.927018774,6.659200262,4.666704676,6.982527584,5.052168023,
Algeria,DZA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,2.999996087,6.400004116,5.400003024,5.59999653,3.699997255,0.400001003,-0.699997526,-1.00000549,4.40000216,0.80000058,-1.200000586,1.800002303,-2.100000758,-0.899996552,3.79999479,4.09999847,1.099999939,5.10000361,3.200001552,3.8,3,5.6,7.2,4.3,5.9,1.7,3.4,2.4,1.6,3.6,2.9,3.4,2.8,3.8,3.7,3.2,1.3,1.2,0.8,
East Asia & Pacific (excluding high income),EAP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.772349036,6.044626925,7.28778401,9.389669053,7.152292942,6.919594304,8.759879524,9.515714495,5.942655151,5.408285337,7.900036389,10.74115951,10.87869179,10.62655879,9.721698525,8.931332591,7.029378615,1.747832096,6.101850046,7.497823455,6.704701975,7.855839804,8.724151436,8.912447985,9.700952002,10.75721479,12.14717301,8.42949586,7.703778712,9.771845249,8.465996727,7.517161817,7.199972907,6.876489256,6.615045741,6.478417261,6.635941346,6.451091252,5.831751075,
Early-demographic dividend,EAR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.722277974,0.096292582,0.123282657,2.022440972,0.947230772,3.024197376,2.949234126,3.708030922,1.86276692,5.859370482,4.918604638,4.115267953,3.269698222,2.940772307,2.901045063,5.511682269,4.734390178,1.974277605,1.577334844,4.493009274,1.048389371,1.582860638,4.835322907,6.73812926,6.098219217,6.142267627,5.865076789,3.464221573,0.630068584,6.147684831,4.980453944,4.238993011,4.298161181,3.997934196,4.616404142,4.809137363,4.702127144,3.507714751,2.181547462,
East Asia & Pacific,EAS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,4.567172265,3.929474184,4.084264815,5.756651074,5.495820478,4.554844829,5.879227464,7.431113976,5.105439792,5.099080237,4.4636618,3.418228531,3.155464923,4.31615545,5.117172453,5.105901161,3.475282675,-0.08480308,3.0095172,4.89838315,2.690736624,3.621627745,4.271368551,5.180651631,5.066118425,5.542794802,6.480780495,3.535373294,1.386269909,7.069817591,4.610341168,4.695535495,4.769058205,4.190318667,4.196837971,4.092860328,4.757241571,4.180431544,3.783828329,
Europe & Central Asia (excluding high income),ECA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,-1.426871352,-4.809875376,-10.52440591,-5.840346065,-11.21353507,-1.752003441,-0.146007282,2.917005863,-1.63079581,2.30094585,8.417233969,2.529398718,5.460984323,6.942245119,8.315111253,7.352013288,8.1228344,7.703288453,4.125829957,-5.972185642,5.607501006,6.307341543,3.96001722,4.046612951,2.136383967,0.851075565,1.557155975,3.97914654,2.974110561,1.70439487,
Europe & Central Asia,ECS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.512259737,0.946243404,1.916224936,2.663228052,2.76120408,2.770226369,3.053263666,4.187085407,3.551821957,2.318824041,0.417600929,-0.621248031,-0.842094,1.064701372,2.132371246,1.764160739,2.921199042,2.597529976,2.919045577,4.282876342,2.289933756,1.694053886,1.838823638,3.250469009,2.772598851,3.971241593,3.67684608,1.02703245,-4.441136199,2.631015989,2.40453772,0.313860332,0.903322586,1.817672293,2.039540304,1.92527465,2.820340813,2.157106839,1.534008513,
Ecuador,ECU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.61286412,0.614845354,-0.336868771,2.625273268,3.935001412,3.464782516,-0.259098708,5.89046729,1.005777946,3.679914053,4.291342398,2.114310675,1.973218079,4.258250468,2.252548774,1.731747514,4.327864764,3.266529404,-4.739385791,1.091801564,4.0156299,4.096776659,2.722877337,8.211020917,5.291308267,4.403526434,2.190063972,6.3571306,0.566491592,3.525298669,7.868140919,5.641962067,4.946511267,3.788868549,0.098872608,-1.226383985,2.368386526,1.289291933,0.053718829,
"Egypt, Arab Rep.",EGY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.348553897,9.907171134,5.09440684,9.745762712,5.791505792,4.744525547,3.832752613,5.461320498,4.920868605,5.667029151,1.125404595,4.472859189,2.900790794,3.973172185,4.64245877,4.98873057,5.49235474,5.575497461,6.053438783,6.370003834,3.535251969,2.390204028,3.193454739,4.092071612,4.471744469,6.843838197,7.087827427,7.156283564,4.6735998,5.147234859,1.764571949,2.226199797,2.185466055,2.915911879,4.372019079,4.346643453,4.181221001,5.314121037,5.557683888,
Euro area,EMU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.514633342,0.716717088,1.38231379,2.368707072,2.309987911,2.50807465,2.543552099,4.313478117,4.102845999,3.584143379,2.623855455,1.392610531,-0.65605289,2.459563347,2.429145318,1.699295658,2.711069195,3.04380494,2.974114331,3.867297718,2.206248877,0.956223709,0.703429576,2.299805916,1.687993366,3.228129034,2.996174031,0.420741417,-4.499729479,2.13678165,1.686550688,-0.891027528,-0.249525704,1.393495042,2.044271119,1.903581898,2.577965706,1.881828361,1.290398501,
Eritrea,ERI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,13.45476252,21.22141136,2.858379037,9.258838371,7.908684909,1.772582792,0.013480241,-3.141985774,8.75543519,3.005429218,-2.655515842,1.451735534,2.57444953,-0.969216929,1.42682206,-9.783030037,3.87650156,2.194190545,8.679799936,,,,,,,,,
Spain,ESP,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.132468611,1.246461705,1.770115663,1.78468758,2.321435758,3.253321842,5.547122515,5.094324298,4.827030312,3.781393378,2.546000548,0.929215549,-1.031491863,2.383195397,2.757493994,2.660524453,3.702580285,4.393037351,4.490491316,5.24599468,3.932948843,2.731022232,2.981894836,3.122795242,3.652032674,4.102727115,3.604687971,0.887145182,-3.763231927,0.163010231,-0.814373455,-2.959441302,-1.435394259,1.383907943,3.83517266,3.03130133,2.973641191,2.430047145,1.950126894,
Estonia,EST,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,-1.642421305,4.52667856,4.935972959,13.04653404,4.330300878,-0.40343295,10.1065183,5.979598309,6.802396898,7.566690082,6.767455716,9.490297336,9.718759747,7.573580076,-5.088942901,-14.43386732,2.690328399,7.443936104,3.124846373,1.346184732,2.987324825,1.844886677,3.187817083,5.49915471,4.355464765,4.996443785,
Ethiopia,ETH,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,0.916013858,8.235005718,-2.848021453,-11.14435298,9.661612359,13.8593304,0.503674879,-0.36104418,2.726451783,-7.1374797,-8.672480148,13.14283398,3.189964582,6.127511414,12.42617378,3.133906851,-3.458139134,5.162145821,6.07321748,8.301306321,1.514725706,-2.161359722,13.57260314,11.81876595,10.83472707,11.456167,10.78852169,8.802553198,12.55053835,11.17829623,8.647811633,10.58227005,10.25749296,10.39246302,9.433482658,9.564189643,6.816147797,8.364085699,
European Union,EUU,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.502070671,0.815873166,1.44070097,2.485155614,2.35061466,2.586238717,2.527337235,4.168520499,3.924200233,3.370242946,1.808361939,1.145925484,-0.56504532,2.652071926,2.673207525,1.892917255,2.664015312,3.018680748,2.958699937,3.903211797,2.184364392,1.123942887,0.930532658,2.594947904,1.934044894,3.494275968,3.15247294,0.644918094,-4.325825805,2.20972967,1.83195467,-0.751830976,-0.055313393,1.572942757,2.30060265,2.044737068,2.789165217,2.118239984,1.554264954,
Fragile and conflict affected situations,FCS,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.862571626,-1.659771088,-5.026210546,0.595461671,2.316466411,3.943571126,3.599131837,4.275232954,-3.977809613,10.25599697,-2.596085454,5.561523922,1.452709187,-0.477960627,2.848943474,3.181986035,5.996458931,4.873863473,0.438722876,3.264555308,3.814559125,0.053514857,-2.532185636,14.04794083,7.710895804,7.562910703,6.770219658,5.797740202,2.989786588,4.533057825,0.504534951,7.956347009,3.897205316,1.230802624,1.89245116,2.865907172,1.778703729,2.223850205,2.180193364,
Finland,FIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.315878854,3.108088693,3.116581514,3.237691996,3.548896587,2.755633459,3.574826138,5.217150323,5.087143674,0.670275844,-5.886328069,-3.294660066,-0.66199803,3.963052424,4.21686747,3.66717983,6.333795654,5.457180501,4.379575723,5.773362458,2.610019124,1.707148962,2.003784203,3.99209129,2.779850556,4.027409658,5.299336507,0.783995061,-8.074447432,3.185958654,2.547664838,-1.397545728,-0.901696316,-0.364908157,0.543659212,2.811457767,3.270172274,1.517588611,1.145535703,
Fiji,FJI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,6.329990548,-5.9784862,-3.960123009,8.393024471,-4.613474867,7.749907965,-6.615019994,0.955754872,7.438632436,5.800002719,-2.700003729,6.10000191,2.130032421,5.099999609,2.499998538,4.80000043,-2.199999369,1.300000452,8.799998719,-1.699998416,2.000000147,3.199999114,0.999999345,5.299999705,0.700000402,1.852483872,-0.85065431,1.03279422,-1.386037708,2.954672422,2.705143029,1.411314382,4.73421949,5.603141161,4.502018108,2.444752967,5.353631074,3.812637219,-0.4453347,
France,FRA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.069019839,2.505396616,1.240864862,1.513721603,1.622781367,2.33727635,2.561900335,4.743142194,4.343861063,2.923935081,1.048175847,1.599342677,-0.628666352,2.358342181,2.106695253,1.412993673,2.336296529,3.588659425,3.421373799,3.923669227,1.983721419,1.135531482,0.823160757,2.829752929,1.66321998,2.449323601,2.424736243,0.25494596,-2.873313828,1.949437623,2.192700633,0.313134751,0.576326675,0.956183052,1.112912341,1.095464404,2.291419994,1.792863927,1.50859403,
"Micronesia, Fed. Sts.",FSM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,1.199760048,2.548903379,3.526011561,3.740926857,7.427341227,4.008016032,8.140655106,-0.534521158,7.014464845,-3.182371519,-6.060937437,2.85051586,1.37443839,4.833903786,2.167602441,0.546997672,1.572115067,-3.080153047,2.041867164,-0.081055293,-1.836185294,-2.408492587,1.093099241,2.259389956,3.188574755,-1.866819755,-3.679767791,-2.305775745,4.621884004,0.900180417,2.682185944,0.2116536,,
Gabon,GAB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.095329279,-3.097520398,5.608240679,7.508902308,-2.332949333,-0.803597734,-17.14604221,12.84535325,8.54530999,5.192237277,6.112503483,-3.090145652,3.946555008,3.712754841,4.973847763,3.62504902,5.738367395,3.477833587,-8.932622802,-1.882966398,2.135233422,-0.249033169,2.247330012,0.689543058,2.676203333,-2.806578356,6.008108025,-3.308430649,0.13033112,7.089887315,7.091753343,5.251076918,5.638699003,4.314964441,3.878899395,2.091442208,0.472642031,0.842950946,3.944946204,
United Kingdom,GBR,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-0.787743851,1.994891216,4.221856409,2.269105085,4.147415077,3.150340536,5.392738366,5.732413646,2.577602696,0.733755502,-1.103121626,0.401082064,2.489830975,3.846009131,2.531670037,2.49153318,3.854829991,3.644853396,3.428223328,3.437471629,2.974363653,2.324351122,3.28637759,2.373951428,3.179728893,2.788324566,2.430553201,-0.281153556,-4.247821763,1.949521464,1.540147403,1.478923924,2.139485718,2.607475901,2.355524306,1.918155132,1.892077007,1.340720602,1.462658202,
Georgia,GEO,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.267423656,2.001538541,4.301886844,5.426922971,4.94165542,-8.175275893,1.282042848,5.555558079,-7.195201896,-14.7882259,-21.10000073,-44.89999946,-29.30000197,-10.39999397,2.599996724,11.20000201,10.51904122,3.104902718,2.869257044,1.838341066,4.805453273,5.473836801,11.05872319,5.794496346,9.589574062,9.419770648,12.57895343,2.418571659,-3.650513631,6.249487768,7.399999867,6.369008306,3.621305352,4.431924823,3.02220738,2.90643878,4.842603225,4.869934776,4.982350459,
Ghana,GHA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-3.503066947,-6.92365041,-4.563737506,8.647569458,5.091617273,5.199160679,4.794898878,5.628168765,5.0858727,3.328817883,5.281826369,3.879419072,4.850000569,3.299999809,4.112418929,4.60246109,4.196357458,4.700390844,4.399996886,3.70000004,4.000000099,4.499999578,5.200000074,5.599999989,5.900003916,6.399912502,4.346819164,9.149798975,4.844486998,7.899711889,14.04712363,9.292789405,7.312525007,2.897438837,2.178206744,3.447792991,8.143446549,6.263480732,6.478394805,
Guinea,GIN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,3.299938845,6.308116697,4.003476013,4.324062754,2.613423005,3.270947301,5.044144542,3.970099106,4.607673202,4.461575085,5.181603459,3.644121242,3.812004035,2.503060562,3.658346471,5.164609466,1.24860126,2.340117313,2.997272562,1.164421523,6.827474427,4.136616153,-1.117638595,4.820715414,5.612104279,5.916911732,3.934784025,3.707451613,3.81494989,10.82880684,10.29990722,6.199774687,5.6,
"Gambia, The",GMB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.32189401,-0.764582639,10.88322777,3.535257305,-0.812264661,4.091070738,2.454332596,4.476826924,5.895721872,3.558879369,3.107039222,3.378688791,3.012101374,0.15434596,0.881848241,2.223545638,4.89999911,3.499998702,6.39999905,5.500000216,5.800000243,-3.25000015,6.869999622,7.050000001,-2.351729362,-0.555580977,3.043249508,6.255905534,6.665724308,5.90833581,-8.130444223,5.241569246,2.87276879,-1.407382495,4.058073804,1.943359655,4.822611249,7.234890333,6.056765744,
Guinea-Bissau,GNB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,18.16752815,4.200082135,-3.398287429,9.109222986,4.166492897,-0.793847626,2.900000007,4.599999988,6.100000021,6.099999986,5.100000023,1.099999971,2.1,3.20000002,4.400000008,11.6,6.5,-28.09997973,1.025537409,5.426987367,2.188906815,-0.985177525,0.568510176,2.76140199,4.266098931,2.309357998,3.262955456,3.203567307,3.368974958,4.6109709,8.084779734,-1.712683012,3.255904265,0.964560751,6.134082941,6.262805638,5.919176626,3.799999998,4.600094045,
Equatorial Guinea,GNQ,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,5.769420503,2.201675946,5.004387196,1.011381671,12.90517887,-2.330556357,4.436737362,2.655262182,-1.229178079,-1.758564084,-1.022238878,34.74532003,11.03321304,16.66883554,17.48626373,66.57999722,149.9729635,23.77448233,25.66401544,18.21377996,63.37987543,19.46283404,13.95525032,37.99872686,16.74870061,7.704917607,15.28211392,17.79910913,1.343356288,-8.924175889,6.52392363,8.312871844,-4.133198501,0.415066302,-9.110041149,-8.816417232,-5.667502957,-6.356339113,-5.576308454,
Greece,GRC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.553720856,-1.132647401,-1.078622947,2.010580625,2.509556615,0.517660268,-2.258863421,4.287861491,3.799999778,0,3.100000205,0.700000005,-1.600000097,1.999999822,2.099719885,2.862129375,4.484198943,3.894904837,3.07259633,3.919770707,4.13161242,3.922871862,5.794530976,5.060992759,0.599142126,5.652433619,3.273746816,-0.335172452,-4.300733908,-5.479036894,-9.132494172,-7.300494062,-3.241424731,0.739776854,-0.437833826,-0.190952352,1.505099396,1.934370659,1.870870004,
Grenada,GRD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.534187499,4.124261647,3.632574876,3.56846524,5.979708166,7.194273812,9.097425042,2.966791702,3.767730787,4.012611902,1.385545812,-0.851148756,-1.958815581,1.693556044,2.12947515,4.438234716,5.015494609,11.75350299,6.898362434,4.887952137,-2.023900041,3.43732353,9.463973431,-0.647450316,13.27618833,-3.995328244,6.123450947,0.947542625,-6.613281348,-0.511262754,0.764976824,-1.155143735,2.351418773,7.344076522,6.443143733,3.735614132,4.442740288,4.141152838,1.914286641,
Greenland,GRL,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.665279563,-4.41966084,3.457216668,-5.179615486,3.656387978,7.097322746,5.515872099,5.603610711,6.659545024,-11.71953298,-0.113464597,-5.111700032,-5.027932629,5.924369801,3.728677489,1.529637361,1.468926381,7.757981745,1.377884445,7.101596882,1.269035079,-0.971177311,4.430045721,6.906582837,4.987491771,5.555694901,2.352437981,6.166132702,0.865952329,1.735825059,-0.496519392,1.39419336,-1.298280693,4.742135673,-2.529318024,4.68195411,0.468546638,3.218027331,,
Guatemala,GTM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,0.646858611,-3.530089009,-2.572091444,0.496697749,-0.609338954,0.143049598,3.543983305,3.89238706,3.942589519,3.10256318,3.658248724,4.838338846,3.927131982,4.033741482,4.948547512,2.957779892,4.364089915,4.99352783,3.847062178,3.608868735,2.332574853,3.866625999,2.530791568,3.152081729,3.260112083,5.379776804,6.304053689,3.281079845,0.526042967,2.869487753,4.162048937,2.969857408,3.6975861,4.443977834,4.092170586,2.677803003,3.02343025,3.21490625,3.844902067,
Guam,GUM,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,,,,,,,,0.920598389,6.431014823,3.535461753,-3.828642384,0.81773187,1.728922092,0.314729333,2.091612633,0.12292563,2.025782689,1.825110309,1.733307071,0.464666021,0.289073039,0.24980784,-0.26835346,,
Guyana,GUY,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.49616592,-13.19013449,-6.792386689,-5.028737864,2.399667458,-0.900602236,0.899396595,-3.693533101,-4.916666667,-3.067484663,6.057866176,7.757885792,8.175105483,8.532423179,5.031446546,7.955517536,6.180665622,-1.679104496,2.960151809,-1.363803905,2.279521662,1.132626964,-0.632225403,1.563352113,-1.950957583,5.129609339,7.191272925,1.755170763,3.611510619,4.138443119,5.19629812,5.27632019,3.653407571,1.686400116,0.687398056,3.807483429,3.734494659,4.440980725,5.35283079,
High income,HIC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.979194911,-0.065819843,2.70387918,4.547995397,3.583017273,3.236214289,3.504979615,4.818398474,3.893317047,3.141003147,1.454459215,2.030201026,1.205506888,3.189098386,2.893744408,2.96605101,3.056199766,2.71462526,3.25318106,4.031063209,1.518887205,1.53864128,2.195391739,3.341537408,2.875296791,3.152198984,2.8151955,0.420368712,-3.320566262,2.945847884,1.866310378,1.286689611,1.463297035,2.052616703,2.33370759,1.73781265,2.438395003,2.194350021,1.643538087,
"Hong Kong SAR, China",HKG,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,9.260781556,2.949821163,5.976977052,9.973782966,0.757031465,11.05609134,13.39851135,8.511565183,2.276940441,3.830541688,5.7019549,6.2349014,6.201202416,6.036027107,2.373828787,4.258538205,5.099753556,-5.882656757,2.506707798,7.663574484,0.560824496,1.656739897,3.056288236,8.699972562,7.388235676,7.03266181,6.464850282,2.127895122,-2.459069553,6.767687178,4.814646111,1.700282008,3.10155447,2.762451512,2.387792463,2.169426535,3.791034335,2.84746139,-1.249488124,
Honduras,HND,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.222035023,-2.074660896,0.905693885,6.32729576,5.626234849,5.330774418,6.63835598,1.746033806,2.72784893,2.791748949,-3.319308423,6.073687877,6.495718208,0.211903499,6.189304558,1.870776294,4.598083062,3.590233034,-0.735651085,7.291288159,2.723193273,3.754337861,4.547038052,6.232302961,6.050599222,6.567243552,6.188327167,4.23160011,-2.43162788,3.731140344,3.835690662,4.128687749,2.791559757,3.058080562,3.840079971,3.892972197,4.842913911,3.696729569,2.65276116,
Heavily indebted poor countries (HIPC),HPC,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,3.394990319,0.946054863,0.646111547,1.249689084,1.791854402,3.028633464,3.034730036,1.174220216,2.02748204,-0.35224779,0.692547504,-0.580822854,0.599264895,-0.094161544,5.075853103,5.074170613,4.096891788,3.519415566,3.151613359,2.608894571,4.229103294,3.576704161,4.530509468,5.483433002,5.972333518,6.174580215,6.201531864,6.000731226,4.486938011,5.866662384,4.642322907,5.81921455,5.554114609,5.505585485,4.739458512,4.380641871,4.685421087,4.082664181,4.062661178,
Croatia,HRV,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,,,,,5.90533971,6.203341583,2.290762788,-0.948053455,2.861746843,2.957710083,5.67815671,5.635798518,4.154576856,4.308493379,4.993287632,5.067625135,1.8934529,-7.323537319,-1.31656298,-0.198369263,-2.391774269,-0.447092177,-0.341452517,2.431888573,3.498134992,3.439217352,2.807609701,2.858925968,
Haiti,HTI,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-2.852709712,-3.563745223,0.908181461,0.300917035,0.603631295,-0.497504789,-0.7936487,0.200426838,-2.913424397,1.038122801,1.880544734,-5.309932918,-5.426295999,-11.9506293,9.897707497,4.140773327,2.704713913,2.18184035,2.710248002,0.870059257,-0.334251278,0.924492705,3.359387776,-1.233191515,3.617614016,1.744562258,5.570125758,2.478297341,6.31289037,-3.805275685,6.154225158,0.553166536,3.085008621,3.401777226,1.616915115,1.722544838,2.286127252,1.667826664,-1.68198513,
Hungary,HUN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,,,,,,,,,,,,-3.064180346,-0.576108517,2.947154558,1.489525475,0.0824118,3.143129062,3.899998395,3.071029889,4.479191193,4.074092624,4.741283466,4.084523985,4.822853473,4.243622884,4.031013267,0.242181101,1.05828925,-6.699554137,1.12217825,1.937107794,-1.380623328,1.860751624,4.228950735,3.819428379,2.139995712,4.316780987,5.405294104,4.578190461,
IBRD only,IBD,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.962368384,2.638827298,1.170832629,4.488722601,4.297623152,4.256453386,4.775461051,3.732843108,2.862207038,2.009277327,0.978098203,0.882273666,2.983676906,2.628920267,3.731692134,4.904337535,4.980026512,2.022308701,3.165715566,5.63141327,3.284943447,4.118284049,5.340295346,7.70264174,6.899224015,7.90939128,8.477979733,5.549633537,2.013563838,7.307451171,5.996897443,5.053381241,4.970914922,4.314904074,3.913635877,4.31684724,4.965273009,4.439621364,3.663294546,
IDA & IBRD total,IBT,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,1.660577262,2.363845761,0.940908261,4.241019633,4.279810257,4.147791176,4.661207822,3.782912293,2.841257521,2.152213903,1.015539097,0.945115261,2.814289154,2.482521403,3.705109029,4.895838813,4.862286857,2.103962565,3.154902576,5.51294628,3.376656002,4.226195376,5.331454013,7.637470041,6.855779485,7.798258473,8.340522054,5.534460523,2.232819207,7.236058799,5.899120648,5.032411624,5.028933749,4.407108468,3.913509514,4.242050995,4.907948349,4.435642206,3.663899589,
IDA total,IDA,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-1.416790972,-0.479848583,-1.47889742,1.563992567,4.081523628,2.952399635,3.406837845,4.337558489,2.614895037,4.072780575,1.531383684,1.806201696,0.51762617,0.465426196,3.330840556,4.775045811,3.186778945,3.286497088,3.00022245,3.808199523,4.710204448,5.77369435,5.207717882,6.724230451,6.241416073,6.216962271,6.353487966,5.310744023,5.438796003,6.226063322,4.501780275,4.728085545,5.873559854,5.737957024,3.911741238,3.190740161,4.093419328,4.378628585,3.672562247,
IDA blend,IDB,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,-4.823724902,-1.367915159,-3.529626517,1.536868575,6.056692897,2.575223181,3.564853014,6.174777452,2.887580851,6.651908624,1.784738912,3.017562325,-0.435067163,0.6513935,1.815157767,4.631838576,2.108083027,2.70470518,1.97366103,3.780556016,4.441248971,7.573609826,5.150988851,7.570583315,5.935399238,5.78040057,5.745158475,4.320367445,6.072152638,6.305912371,4.80773796,4.604565299,5.727201829,5.927930579,3.74032063,1.473372827,2.715367888,3.482841179,2.238165191,
Indonesia,IDN,GDP growth (annual %),NY.GDP.MKTP.KD.ZG,7.927156824,2.24644534,4.192967368,6.975527809,2.462143564,5.875045104,4.925927365,5.780498488,7.456586925,7.242131639,6.911982836,6.497506517,6.49640812,7.539971096,8.220007399,7.818187077,4.699878854,-13.12672549,0.791126082,4.920067747,3.643466447,4.499475391,4.780369122,5.030873945,5.692571304,5.500951785,6.345022227,6.0137036,4.628871183,6.223854181,6.169784208,6.030050653,5.557263689,5.006668426,4.8763223,5.033069183,5.069785901,5.169705609,5.024714022,
